Brand,Family,Reference,Name,Movement,Produced,Limited,Bezel,Glass,Back,Shape,Diameter,Height,Lug Width,W/R,Nickname,Color,Finish,Indexes,Hands,Materials,image_file
Omega,Aqua Terra,231.10.42.22.01.001,Seamaster Aqua Terra 150m Co-Axial 41.5 Day-Date Stainless Steel / Black,"Omega caliber 8602
Hours, Minutes, Seconds | Date, Day | Chronometer, Co-Axial Escapement",2012,No,,Sapphire,Open,Round,41.50 mm,,,150.00 m,,Black,,Stick / Dot,Arrow,Stainless Steel,231.10.42.22.01.001.jpg
Omega,Speedmaster Moonwatch,310.32.42.50.02.001,Speedmaster Professional Moonwatch Apollo 13 50th Anniversary Snoopy,"Omega caliber 3861
Small Seconds, Hours, Minutes | Chronograph | Chronometer",2020/7,No,Tachymeter,Sapphire,Open,Round,42.00 mm,14.47 mm,20.00 mm,50.00 m,,Silver,Matte,Stick / Dot,Stick,Stainless Steel,310.32.42.50.02.001.jpg
Omega,Aqua Terra,231.13.39.22.02.001,Seamaster Aqua Terra 150M Co-Axial 38.5 Annual Calendar 38.5 Stainless Steel / Silver,"Omega caliber 8601
Hours, Minutes, Seconds | Date, Annual Calendar, Month | Chronometer, Co-Axial Escapement",,No,,Sapphire,Open,Round,38.50 mm,,,150.00 m,,Silver,,Stick / Dot,Arrow,Stainless Steel,231.13.39.22.02.001.jpg
Omega,Speedmaster Moonwatch,311.50.39.30.01.001,Speedmaster 321 38.6,"Omega caliber 321 B
Small Seconds, Hours, Minutes | Chronograph, Column wheel",2022,No,Tachymeter,Sapphire,Open,Round,38.60 mm,,19.00 mm,60.00 m,,Black,Gloss,Stick / Dot,Arrow,Onyx,311.50.39.30.01.001.jpg
Omega,Speedmaster (Non-Moonwatch),3539.50.00,Speedmaster Reduced Stainless Steel / Black / Bracelet,"Omega caliber 3220
Hours, Minutes, Small Seconds | Chronograph",2010,No,Tachymeter,Sapphire,Closed,Round,39.00 mm,,18.00 mm,100.00 m,,Black,,Stick / Dot,Stick,Stainless Steel,3539.50.00.jpg
Omega,Aqua Terra,220.20.41.21.06.001,Seamaster Aqua Terra 150M Master Chronometer 41 Stainless Steel / Sedna Gold / Grey / Bracelet,"Omega caliber 8900
Hours, Minutes, Seconds | Date | Chronometer, Co-Axial Escapement",2017,No,,Sapphire,Open,Round,41.00 mm,,20.00 mm,150.00 m,,Grey,,Stick / Dot,Arrow,"Sedna Gold, Stainless Steel",220.20.41.21.06.001.jpg
Omega,Speedmaster (Non-Moonwatch),3221.30.00,Speedmaster Day-Date 40 Stainless Steel / Silver / Bracelet,"Omega caliber 3606
Hours, Minutes, Small Seconds, Day / Night Indication | Date, Day, Month | Chronograph",,No,Tachymeter,Sapphire,Closed,Round,40.00 mm,,19.00 mm,100.00 m,,Silver,,Stick / Dot,Stick,Stainless Steel,3221.30.00.jpg
Omega,Seamaster Diver 300M,210.93.42.20.99.001,Seamaster Diver 300M Master Co-Axial 42 Platinum Aston Martin Neiman Marcus,"Omega caliber 8807
Hours, Minutes, Seconds | Chronometer, Co-Axial Escapement",2019,"Yes, 7 units","Rotating, 0-60 (Dive)",Sapphire,Open,Round,42.00 mm,,20.00 mm,300.00 m,,Silver,,Stick / Dot,Sword,Platinum,210.93.42.20.99.001.jpg
Omega,Seamaster Diver 300M,2254.50.00,Seamaster Diver 300M Automatic 41 Stainless Steel / Black / Bracelet,"Omega caliber 1120
Hours, Minutes, Seconds | Date | Chronometer",2000,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,20.00 mm,300.00 m,,Black,,Stick / Dot,Sword,Stainless Steel,2254.50.00.jpg
Omega,Seamaster Planet Ocean,2200.51.00,Seamaster Planet Ocean 600M Co-Axial 45.5 Stainless Steel / Orange Numerals / Bracelet,"Omega caliber 2500
Hours, Minutes, Seconds | Date | Co-Axial Escapement, Chronometer",2005 - 2013,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.50 mm,,22.00 mm,600.00 m,,Black,,Mixed,,Stainless Steel,2200.51.00.jpg
Omega,Seamaster Planet Ocean,222.32.38.50.01.003,Seamaster Planet Ocean 600M Co-Axial 37.5 Chronograph Stainless Steel / Orange / Rubber,"Omega caliber 3313
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel | Co-Axial Escapement",2009 - 2011,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,37.50 mm,,,600.00 m,,Black,,Mixed,Arrow,Stainless Steel,222.32.38.50.01.003.jpg
Omega,Speedmaster Moonwatch,3597.08.00,Speedmaster Professional Missions Gemini X,"Omega caliber 1861
Small Seconds, Hours, Minutes | Chronograph",1997/1 - 1998/7,"Yes, 200 units",Tachymeter,Plexi,Closed,Round,42.00 mm,,20.00 mm,50.00 m,Gemini X,Black,,Stick / Dot,Stick,Stainless Steel,3597.08.00.jpg
Omega,Seamaster Planet Ocean,215.63.44.21.03.001,Seamaster Planet Ocean 600M Co-Axial 43.5 Master Chronometer Sedna Gold / Blue / Strap,"Omega caliber 8901
Hours, Minutes, Seconds | Date | Chronometer, Co-Axial Escapement",2016,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.50 mm,,21.00 mm,600.00 m,,Blue,,Mixed,Arrow,Ceramic,215.63.44.21.03.001.jpg
Omega,Seamaster Planet Ocean,2209.50.00,Seamaster Planet Ocean 600M Co-Axial 42 Stainless Steel / Orange / Bracelet,"Omega caliber 2500
Hours, Minutes, Seconds | Date | Co-Axial Escapement, Chronometer",2005 - 2013,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,42.00 mm,,20.00 mm,600.00 m,,Black,,Mixed,,Stainless Steel,2209.50.00.jpg
Breitling,Breitling for Bentley,A4436212C652,Breitling for Bentley 6.75,"Breitling caliber 44B
Hours, Minutes, Small Seconds | Big Date | Chronograph",2005,No,Tachymeter,Sapphire,Closed,Round,48.70 mm,15.60 mm,24.00 mm,100.00 m,,Blue,,Stick / Dot,Stick,Stainless Steel,A4436212C652.jpg
Breitling,Avenger,A7339010.F537,Avenger Seawolf Chrono Grey,"Breitling caliber B73
Foudroyante Seconds, Minutes, Small Seconds | Date | Chronograph | Chronometer",2008 - 2011,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.40 mm,18.00 mm,22.00 mm,1000.00 m,Anthracite,Grey,,Arabic Numerals,Stick,Stainless Steel,A7339010.F537.jpg
Breitling,Superocean Heritage,A1332016.G698.152A,Superocean Heritage 46 Chronograph Stainless Steel / Blue / Stratus Silver / Milanese,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,Stratus,Silver,,Stick / Dot,Arrow,Stainless Steel,A1332016.G698.152A.jpg
Breitling,Breitling for Bentley,A4736212.Q554,Breitling for Bentley GMT Brown,"Breitling caliber 47B
Additional 24 Hour Hand (adjustable), Hours, Minutes, Small Seconds | Date | Chronograph",,No,,Sapphire,Closed,Round,49.00 mm,,,100.00 m,,Brown,,Stick / Dot,Stick,Stainless Steel,A4736212.Q554.jpg
Breitling,Navitimer,RB012721.BD10.441X,Navitimer 01 46 Red Gold / Black / Calf,"Breitling caliber B01
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel | Chronometer",,"Yes, 200 units",Sliderule,Sapphire,Open,Round,46.00 mm,14.50 mm,24.00 mm,30.00 m,,Black,Matte,Stick / Dot,Syringe,Red Gold,RB012721.BD10.441X.jpg
Breitling,Breitling for Bentley,A1336212.L503,Breitling for Bentley GT Green,"Breitling caliber 13B
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2004,No,,Sapphire,Closed,Round,44.80 mm,15.60 mm,22.00 mm,100.00 m,,Green,,Stick / Dot,Stick,Stainless Steel,A1336212.L503.jpg
Breitling,Superocean Heritage,A3732024.B869,Superocean Heritage 38 Stainless Steel / Black / Milanese,"Breitling caliber B37
Hours, Minutes, Small Seconds | Date",2007 - 2012,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,38.00 mm,12.10 mm,20.00 mm,200.00 m,,Black,,Stick / Dot,Arrow,Stainless Steel,A3732024.B869.jpg
Breitling,Navitimer,A17325211C1A1,Navitimer 1 38 Automatic Stainless Steel / Blue / Bracelet,"Breitling caliber B17
Hours, Minutes, Seconds | Date",2018,No,Sliderule,Sapphire,Closed,Round,38.00 mm,10.10 mm,20.00 mm,30.00 m,,Blue,,Stick / Dot,Syringe,Stainless Steel,A17325211C1A1.jpg
Breitling,Superocean Heritage,A1332016.C758.139S,Superocean Heritage 46 Chronograph Stainless Steel / Blue / Blue / Rubber,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,,Blue,,Stick / Dot,Arrow,Stainless Steel,A1332016.C758.139S.jpg
Breitling,Breitling for Bentley,K1336212A576,Breitling for Bentley 6.75,"Breitling caliber 44B
Hours, Minutes, Small Seconds | Big Date | Chronograph",2005,No,Sliderule,Sapphire,Closed,Round,48.70 mm,15.60 mm,24.00 mm,100.00 m,,Silver,,Stick / Dot,Stick,Yellow Gold,K1336212A576.jpg
Breitling,Breitling for Bentley,A1336313.C649,Breitling for Bentley GT Navy,"Breitling caliber 13B
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2004,No,,Sapphire,Closed,Round,44.80 mm,15.60 mm,22.00 mm,100.00 m,,Blue,,Stick / Dot,Stick,Stainless Steel,A1336313.C649.jpg
Breitling,Premier,A37340351B1A1,Premier Automatic 40 Stainless Steel / Anthracite / Bracelet,"Breitling caliber B37
Hours, Minutes, Small Seconds | Date",2018,No,,Sapphire,Closed,Round,40.00 mm,11.40 mm,20.00 mm,100.00 m,,Grey,Sunburst,Stick / Dot,Stick,Stainless Steel,A37340351B1A1.jpg
Breitling,Avenger,A1338012.F547.737P,Avenger Grey / Alligator,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2010 - 2013,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.40 mm,17.40 mm,22.00 mm,300.00 m,Anthracite,Grey,,Arabic Numerals,Stick,Stainless Steel,A1338012.F547.737P.jpg
Breitling,Superocean Heritage,A1332024.G698.441X,Superocean Heritage 46 Chronograph Stainless Steel / Black / Stratus Silver / Calf,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,Stratus,Silver,,Stick / Dot,Arrow,Stainless Steel,A1332024.G698.441X.jpg
Breitling,Premier,A45340211G1P1,Premier Automatic Day & Date 40 Stainless Steel / Silver / Croco Brown / Folding,"Breitling caliber B45
Hours, Minutes, Seconds | Date, Day | Chronometer",2018,No,,Sapphire,Closed,Round,40.00 mm,11.40 mm,20.00 mm,100.00 m,,Silver,Sunburst,Stick / Dot,Stick,Stainless Steel,A45340211G1P1.jpg
Breitling,Superocean Heritage,AB201033.G827.200S,Superocean Heritage II 42 Stainless Steel / Bronze / Silver / Rubber,"Breitling caliber B20
Hours, Minutes, Seconds | Date | Chronometer",2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,42.00 mm,14.35 mm,22.00 mm,200.00 m,Stratus,Silver,,Stick / Dot,Arrow,Stainless Steel,AB201033.G827.200S.jpg
Breitling,Avenger,A1733010.B906,Avenger Seawolf Stainless Steel / Black,"Breitling caliber B17
Hours, Minutes, Seconds | Date",2003 - 2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.40 mm,18.40 mm,,3000.00 m,,Black,,Arabic Numerals,Stick,Stainless Steel,A1733010.B906.jpg
Breitling,Navitimer,U17325211G1U1,Navitimer 1 38 Automatic Stainless Steel / Red Gold / Silver / Bracelet,"Breitling caliber B17
Hours, Minutes, Seconds | Date",2018,No,Sliderule,Sapphire,Closed,Round,38.00 mm,10.10 mm,20.00 mm,30.00 m,,Silver,,Stick / Dot,Syringe,"Red Gold, Stainless Steel",U17325211G1U1.jpg
Breitling,Premier,A45340211G1P2,Premier Automatic Day & Date 40 Stainless Steel / Silver / Croco Brown / Tang,"Breitling caliber B45
Hours, Minutes, Seconds | Date, Day | Chronometer",2018,No,,Sapphire,Closed,Round,40.00 mm,11.40 mm,20.00 mm,100.00 m,,Silver,Sunburst,Stick / Dot,Stick,Stainless Steel,A45340211G1P2.jpg
Breitling,Breitling for Bentley,M4436413.BD27.220S.M20DSA.2,Breitling for Bentley 6.75 Midnight Carbon,"Breitling caliber 44B
Hours, Minutes, Small Seconds | Big Date | Chronograph",2014,No,,Sapphire,Closed,Round,48.70 mm,,24.00 mm,100.00 m,,Black,,Stick / Dot,Stick,Stainless Steel,M4436413.BD27.220S.M20DSA.2.jpg
Breitling,Avenger,A3239053.G778.109W,Avenger II GMT Stainless Steel / Diamond / Stratus Silver / Military,"Breitling caliber B32
Hours, Minutes, Seconds, Additional 24 Hour Hand (adjustable) | Date",2013,No,Gem-Set,Sapphire,Closed,Round,43.00 mm,12.20 mm,22.00 mm,300.00 m,Stratus,Silver,,Stick / Dot,Stick,Stainless Steel,A3239053.G778.109W.jpg
Breitling,Avenger,A32390111B1A1,Avenger II GMT Stainless Steel / Volcano Black / Bracelet,"Breitling caliber B32
Hours, Minutes, Seconds, Additional 24 Hour Hand (adjustable) | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,43.00 mm,12.20 mm,22.00 mm,300.00 m,,Black,,Stick / Dot,Stick,Stainless Steel,A32390111B1A1.jpg
Breitling,Breitling for Bentley,A4736212.C768,Breitling for Bentley GMT Blue,"Breitling caliber 47B
Additional 24 Hour Hand (adjustable), Hours, Minutes, Small Seconds | Date | Chronograph",,No,,Sapphire,Closed,Round,49.00 mm,,,100.00 m,,Blue,,Stick / Dot,Stick,Stainless Steel,A4736212.C768.jpg
Breitling,Breitling for Bentley,A4436512.C736,Breitling for Bentley Flying B Chronograph Blue,"Breitling caliber 44B
Hours, Minutes, Small Seconds | Big Date | Chronograph",2007,No,,Sapphire,Closed,Rectangular,38.50 mm,16.77 mm,24.00 mm,100.00 m,,Blue,,Stick / Dot,Stick,Stainless Steel,A4436512.C736.jpg
Breitling,Breitling for Bentley,A1636212.H534,Breitling for Bentley Flying B No. 3 Cream,"Breitling caliber 16B
Hours, Minutes, Small Seconds | Big Date",2007,No,,Sapphire,Closed,Rectangular,34.50 mm,13.00 mm,,100.00 m,,Beige,,Stick / Dot,Stick,Stainless Steel,A1636212.H534.jpg
Breitling,Superocean Heritage,A1332024.C817.205S,Superocean Heritage 46 Chronograph Stainless Steel / Black / Gun Blue / Rubber,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,Gun,Blue,,Stick / Dot,Arrow,Stainless Steel,A1332024.C817.205S.jpg
Breitling,Superocean Heritage,A1332024.B908.152A,Superocean Heritage 46 Chronograph Stainless Steel / Black / Black / Milanese,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,,Black,,Stick / Dot,Arrow,Stainless Steel,A1332024.B908.152A.jpg
Breitling,Breitling for Bentley,A4436512.G632,Breitling for Bentley Flying B Chronograph Silver,"Breitling caliber 44B
Hours, Minutes, Small Seconds | Big Date | Chronograph",2007,No,,Sapphire,Closed,Rectangular,38.50 mm,16.77 mm,24.00 mm,100.00 m,,Silver,,Stick / Dot,Stick,Stainless Steel,A4436512.G632.jpg
Breitling,Avenger,A1338012.B995.743P,Avenger Reverse Panda / Alligator,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2010 - 2013,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.40 mm,17.40 mm,22.00 mm,300.00 m,,Black,,Stick / Dot,Stick,Stainless Steel,A1338012.B995.743P.jpg
Breitling,Breitling for Bentley,A1636212.G638,Breitling for Bentley Flying B No. 3 Silver,"Breitling caliber 16B
Hours, Minutes, Small Seconds | Big Date",2007,No,,Sapphire,Closed,Rectangular,34.50 mm,13.00 mm,,100.00 m,,Silver,,Stick / Dot,Stick,Stainless Steel,A1636212.G638.jpg
Breitling,Navitimer,AB0121211G1P2,Navitimer 1 B01 Chronograph 43 Stainless Steel / Silver / Croco / Folding,"Breitling caliber B01
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel | Chronometer",2018,No,Sliderule,Sapphire,Closed,Round,43.00 mm,14.22 mm,22.00 mm,30.00 m,Mercury,Silver,Sunburst,Stick / Dot,Syringe,Stainless Steel,AB0121211G1P2.jpg
Breitling,Premier,A1331535C1A1,Premier Chronograph 42 Stainless Steel / Blue / Bracelet,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2018,No,,Sapphire,Closed,Round,42.00 mm,13.80 mm,20.00 mm,100.00 m,,Blue,Sunburst,Stick / Dot,Stick,Stainless Steel,A1331535C1A1.jpg
Breitling,Breitling for Bentley,A1336212K506,Breitling for Bentley GT Red,"Breitling caliber 13B
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2004,No,,Sapphire,Closed,Round,44.80 mm,15.60 mm,22.00 mm,100.00 m,,Red,,Stick / Dot,Stick,Stainless Steel,A1336212K506.jpg
Breitling,Breitling for Bentley,A4736212.B919,Breitling for Bentley GMT Black,"Breitling caliber 47B
Additional 24 Hour Hand (adjustable), Hours, Minutes, Small Seconds | Date | Chronograph",,No,,Sapphire,Closed,Round,49.00 mm,,,100.00 m,,Black,,Stick / Dot,Stick,Stainless Steel,A4736212.B919.jpg
Breitling,Superocean Heritage,A1332024.C817.441X,Superocean Heritage 46 Chronograph Stainless Steel / Black / Gun Blue / Calf,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,Gun,Blue,,Stick / Dot,Arrow,Stainless Steel,A1332024.C817.441X.jpg
Breitling,Superocean Heritage,A3732024.C735,Superocean Heritage 38 Stainless Steel / Blue / Rubber,"Breitling caliber B37
Hours, Minutes, Small Seconds | Date",2007 - 2012,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,38.00 mm,12.10 mm,20.00 mm,200.00 m,,Blue,,Stick / Dot,Arrow,Stainless Steel,A3732024.C735.jpg
Breitling,Superocean Heritage,A1332024.B908135S,Superocean Heritage 46 Chronograph Stainless Steel / Black / Black / Rubber,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,,Black,,Stick / Dot,Arrow,Stainless Steel,A1332024.B908135S.jpg
Breitling,Superocean Heritage,A1332016.G698.139S,Superocean Heritage 46 Chronograph Stainless Steel / Blue / Stratus Silver / Rubber,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,Stratus,Silver,,Stick / Dot,Arrow,Stainless Steel,A1332016.G698.139S.jpg
Breitling,Premier,AB0118A11L1X1,Premier B01 Chronograph 42 Bentley Stainless Steel / Green / Calf / Folding,"Breitling caliber B01
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel | Chronometer",2018,No,,Sapphire,Open,Round,42.00 mm,13.65 mm,22.00 mm,100.00 m,Bentley British Racing,Green,Sunburst,Stick / Dot,Stick,Stainless Steel,AB0118A11L1X1.jpg
Breitling,Superocean Heritage,A3732024.Q543,Superocean Heritage 38 Stainless Steel / Bronze / Rubber,"Breitling caliber B37
Hours, Minutes, Small Seconds | Date",2007 - 2012,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,38.00 mm,12.10 mm,20.00 mm,200.00 m,,Bronze,,Stick / Dot,Arrow,Stainless Steel,A3732024.Q543.jpg
Breitling,Navitimer,RB0137241G1R1,Navitimer B01 Chronograph 46 Red Gold / Silver,"Breitling caliber B01
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel | Chronometer",2022,No,Sliderule,Sapphire,Open,Round,46.00 mm,13.69 mm,24.00 mm,30.00 m,,Silver,Sunburst,Stick / Dot,Syringe,Red Gold,RB0137241G1R1.jpg
Breitling,Premier,A13315351C1P1,Premier Chronograph 42 Stainless Steel / Blue / Croco Brown / Folding,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2018,No,,Sapphire,Closed,Round,42.00 mm,13.80 mm,20.00 mm,100.00 m,,Blue,Sunburst,Stick / Dot,Stick,Stainless Steel,A13315351C1P1.jpg
Breitling,Premier,A13315351B1X2,Premier Chronograph 42 Stainless Steel / Black / Nubuck Black / Tang,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2018,No,,Sapphire,Closed,Round,42.00 mm,13.80 mm,20.00 mm,100.00 m,,Black,Sunburst,Stick / Dot,Stick,Stainless Steel,A13315351B1X2.jpg
Breitling,Avenger,A7339010.B905,Avenger Seawolf Chrono Black,"Breitling caliber B73
Foudroyante Seconds, Minutes, Small Seconds | Date | Chronograph | Chronometer",2008 - 2011,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.40 mm,18.00 mm,22.00 mm,1000.00 m,,Black,,Arabic Numerals,Stick,Stainless Steel,A7339010.B905.jpg
Breitling,Superocean Heritage,A1332016.C758.152A,Superocean Heritage 46 Chronograph Stainless Steel / Blue / Blue / Milanese,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,,Blue,,Stick / Dot,Arrow,Stainless Steel,A1332016.C758.152A.jpg
Breitling,Avenger,A32390111B2A1,Avenger II GMT Stainless Steel / Volcano Black / Bracelet,"Breitling caliber B32
Hours, Minutes, Seconds, Additional 24 Hour Hand (adjustable) | Date",2013,No,"Rotating, 24 Hour",Sapphire,Closed,Round,43.00 mm,12.20 mm,22.00 mm,300.00 m,,Black,,Arabic Numerals,Stick,Stainless Steel,A32390111B2A1.jpg
Breitling,Premier,A13315351C1P2,Premier Chronograph 42 Stainless Steel / Blue / Croco Brown / Tang,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2018,No,,Sapphire,Closed,Round,42.00 mm,13.80 mm,20.00 mm,100.00 m,,Blue,Sunburst,Stick / Dot,Stick,Stainless Steel,A13315351C1P2.jpg
Breitling,Breitling for Bentley,A2536212.Q502,Breitling for Bentley Motors Brown,"Breitling caliber 25B
Hours, Minutes, Small Seconds | Date | Chronograph",2002 - 2010,No,Sliderule,Sapphire,Closed,Round,48.70 mm,15.20 mm,24.00 mm,100.00 m,,Brown,,Stick / Dot,Stick,Stainless Steel,A2536212.Q502.jpg
Breitling,Premier,A13315351B1X1,Premier Chronograph 42 Stainless Steel / Black / Nubuck Black / Folding,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2018,No,,Sapphire,Closed,Round,42.00 mm,13.80 mm,20.00 mm,100.00 m,,Black,Sunburst,Stick / Dot,Stick,Stainless Steel,A13315351B1X1.jpg
Breitling,Breitling for Bentley,E2736536.BA37.220S,Breitling for Bentley SuperSports Light Body Green,"Breitling caliber 27B
Hours, Minutes, Small Seconds | Date | Chronograph | Chronometer",2012,No,,Sapphire,Closed,Round,49.00 mm,,,100.00 m,,Black,,Stick / Dot,Stick,Titanium,E2736536.BA37.220S.jpg
Breitling,Breitling for Bentley,R4736212B934,Breitling for Bentley GMT Gold / Black,"Breitling caliber 47B
Additional 24 Hour Hand (adjustable), Hours, Minutes, Small Seconds | Date | Chronograph",,No,,Sapphire,Closed,Round,49.00 mm,,,100.00 m,,Black,,Stick / Dot,Stick,Red Gold,R4736212B934.jpg
Breitling,Breitling for Bentley,A4436212B728,Breitling for Bentley 6.75,"Breitling caliber 44B
Hours, Minutes, Small Seconds | Big Date | Chronograph",2005,No,Sliderule,Sapphire,Closed,Round,48.70 mm,,24.00 mm,100.00 m,,Black,,Stick / Dot,Stick,Stainless Steel,A4436212B728.jpg
Breitling,Premier,A37340351C1A1,Premier Automatic 40 Stainless Steel / Blue / Bracelet,"Breitling caliber B37
Hours, Minutes, Small Seconds | Date",2018,No,,Sapphire,Closed,Round,40.00 mm,11.40 mm,20.00 mm,100.00 m,,Blue,Sunburst,Stick / Dot,Stick,Stainless Steel,A37340351C1A1.jpg
Breitling,Breitling for Bentley,P1936212.Q540,Breitling for Bentley Mark VI Complications 19 Brown,"Breitling caliber B19
Hours, Minutes, Small Seconds | Date, Day, Month, 1461 Calendar | Chronograph | Moonphase | Chronometer",2007,No,,Sapphire,Closed,Round,42.00 mm,,22.00 mm,100.00 m,,Brown,,Stick / Dot,Stick,"Platinum, Stainless Steel",P1936212.Q540.jpg
Breitling,Breitling for Bentley,P2636212.G611,Breitling for Bentley Mark VI Silver,"Breitling caliber 26B
Hours, Minutes, Small Seconds | Date | Chronograph | Chronometer",2006 - 2010,No,,Sapphire,Closed,Round,42.00 mm,16.30 mm,,100.00 m,,Silver,,Stick / Dot,Stick,"Platinum, Stainless Steel",P2636212.G611.jpg
Breitling,Navitimer,RB0139211G1P1,Navitimer B01 Chronograph 41 Red Gold / Silver / Alligator - Folding,"Breitling caliber B01
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel | Chronometer",2022,No,Sliderule,Sapphire,Open,Round,41.00 mm,13.60 mm,13.60 mm,30.00 m,,Silver,Matte,Stick / Dot,Syringe,Red Gold,RB0139211G1P1.jpg
Breitling,Breitling for Bentley,A2536212.C618,Breitling for Bentley Motors Blue,"Breitling caliber 25B
Hours, Minutes, Small Seconds | Date | Chronograph",2002 - 2010,No,Sliderule,Sapphire,Closed,Round,48.70 mm,15.20 mm,24.00 mm,100.00 m,,Blue,,Stick / Dot,Stick,Stainless Steel,A2536212.C618.jpg
Breitling,Premier,AB2510201K1P1,Premier Heritage B25 Datora 42 Stainless Steel / Copper,"Breitling caliber B25
Hours, Minutes, Small Seconds | Date, Day, Month | Chronograph, Column wheel | Moonphase | Chronometer",2021,No,,Sapphire,Open,Round,42.00 mm,,,100.00 m,,Champagne,Matte,Arabic Numerals,Syringe,Stainless Steel,AB2510201K1P1.jpg
Breitling,Breitling for Bentley,R2836212.A634,Breitling for Bentley Flying B Gold,,2006 - 2010,No,,Sapphire,Closed,Rectangular,38.50 mm,14.70 mm,24.00 mm,100.00 m,,White,,Stick / Dot,Stick,Mother of Pearl,R2836212.A634.jpg
Breitling,Superocean Heritage,A1332016.G698.205S,Superocean Heritage 46 Chronograph Stainless Steel / Blue / Stratus Silver / Rubber,"Breitling caliber B13
Hours, Minutes, Small Seconds | Date | Chronograph",2012 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,46.00 mm,16.40 mm,24.00 mm,200.00 m,Stratus,Silver,,Stick / Dot,Arrow,Stainless Steel,A1332016.G698.205S.jpg
Breitling,Premier,A45340241B1A1,Premier Automatic Day & Date 40 Stainless Steel / Black / Bracelet,"Breitling caliber B45
Hours, Minutes, Seconds | Date, Day | Chronometer",2018,No,,Sapphire,Closed,Round,40.00 mm,11.40 mm,20.00 mm,100.00 m,,Black,Sunburst,Stick / Dot,Stick,Stainless Steel,A45340241B1A1.jpg
