Brand,Family,Reference,Name,Movement,Produced,Limited,Bezel,Glass,Back,Shape,Diameter,Height,Lug Width,W/R,Nickname,Color,Finish,Indexes,Hands,Materials
Panerai,Luminor 1950,"PAM00276 (aka: PAM276, PAM 276)",Luminor 1950 Tourbillon GMT,"Panerai caliber P.2005
Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds | Power Reserve Indicator, Tourbillon Escapement",2007 - 2007,"Yes, 100 units",,Sapphire,Open,Cushion,47.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Luminor 1950,"PAM00277 (aka: PAM277, PAM 277)",Luminor 1950 8 Days GMT Monopulsante Pink Gold,"Panerai caliber P.2004/1
Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds | Chronograph, Column wheel, Monopoussoir | Power Reserve Indicator",2007 - 2007,"Yes, 250 units",,Sapphire,Open,Cushion,44.00 mm,,24.00 mm,100.00 m,,Blue,,Mixed,Stick,Pink Gold
Panerai,Luminor 1950,"PAM00286 (aka: PAM286, PAM 286)",Luminor 1950 Regatta Rattrapante,"Panerai caliber OP XVIII
Hours, Minutes, Small Seconds | Chronograph, Rattrapante",2007 - 2007,"Yes, 500 units",,Sapphire,Open,Cushion,44.00 mm,,24.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Luminor 1950,"PAM00289 (aka: PAM289, PAM 289)",Luminor 1950 8 Days GMT Oro Rosa,"Panerai caliber P.2002/1
Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2007,No,,Sapphire,Open,Cushion,44.00 mm,,24.00 mm,100.00 m,,Brown,,Mixed,Stick,Pink Gold
Panerai,Luminor 1950,"PAM00290 (aka: PAM290, PAM 290)",Luminor 1950 Sotheby's,"Panerai caliber P.2002/3
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2006 - 2006,"Yes, 1 unit",,Sapphire,Open,Cushion,44.00 mm,,,100.00 m,,Blue,,Mixed,Stick,Stainless Steel
Panerai,Luminor 1950,"PAM00306 (aka: PAM306, PAM 306)",Luminor 1950 Tourbillon GMT Titanio,"Panerai caliber P.2005
Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds | Power Reserve Indicator, Tourbillon Escapement",2008 - 2008,No,,Sapphire,Open,Cushion,47.00 mm,,26.00 mm,100.00 m,,Brown,,Mixed,Stick,Titanium
Panerai,Luminor 1950,"PAM00311 (aka: PAM311, PAM 311)",Luminor 1950 Chrono Monopulsante 8 Days GMT Titanio,"Panerai caliber P.2004
Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds | Chronograph, Column wheel, Monopoussoir | Power Reserve Indicator",2008,No,,Sapphire,Open,Cushion,44.00 mm,,24.00 mm,100.00 m,,Brown,,Mixed,Stick,Titanium
Panerai,Luminor 1950,"PAM00317 (aka: PAM317, PAM 317)",Luminor 1950 44 Chrono Monopulsante 8 Days GMT Ceramic / Black,"Panerai caliber P.2004
Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds | Chronograph, Column wheel, Monopoussoir | Power Reserve Indicator",2008,No,,Sapphire,Open,Cushion,44.00 mm,,24.00 mm,100.00 m,,Black,,Mixed,Stick,"Titanium, Ceramic"
Panerai,Luminor 1950,"PAM00319 (aka: PAM319, PAM 319)",Luminor 1950 8 Days Rattrapante,"Panerai caliber P.2006/3
Hours, Minutes, Small Seconds | Chronograph, Column wheel, Monopoussoir, Rattrapante | Power Reserve Indicator",2009 - 2009,"Yes, 300 units",,Sapphire,Closed,Cushion,47.00 mm,,26.00 mm,100.00 m,,Brown,,Mixed,Stick,Pink Gold
Panerai,Radiomir,"PAM00226 (aka: PAM226, PAM 226)",Radiomir Rattrapante White Gold Pisa,"Panerai caliber OP XVIII
Hours, Minutes, Small Seconds | Chronograph, Rattrapante",2006,"Yes, 20 units",,Sapphire,Open,Cushion,45.00 mm,,,100.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,PAM01334,Radiomir Origine 3 Days Acciaio / Grey,"Panerai caliber P.6000 NS
Hours, Minutes, Small Seconds",2022,No,,Sapphire,Open,Cushion,45.00 mm,,27.00 mm,100.00 m,,Grey,Gradient,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00183 (aka: PAM183, PAM 183)",Radiomir Black Seal,"Panerai caliber OP XI
Hours, Minutes, Small Seconds | Chronometer",2004,No,,Sapphire,Open,Cushion,44.00 mm,,24.00 mm,300.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00190 (aka: PAM190, PAM 190)",Radiomir 8 Days,"Panerai caliber OP XIV
Hours, Minutes, Small Seconds | Power Reserve Indicator",2004 - 2006,No,,Sapphire,Open,Cushion,45.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,PAM01293 (aka: PAM 1293),Radiomir Quaranta Stainless Steel / Blue,"Panerai caliber P.900
Hours, Minutes, Small Seconds | Date",2022,No,,Sapphire,Closed,Cushion,40.00 mm,,,100.00 m,,Blue,Sunburst,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00185 (aka: PAM185, PAM 185)",Radiomir GMT White Gold,Panerai caliber OP XIII,2004 - 2004,"Yes, 150 units",,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,100.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00380 (aka: PAM380, PAM 380)",Radiomir Black Seal Logo,"Panerai caliber OP II
Hours, Minutes, Small Seconds | Chronometer",2011,No,,Sapphire,Closed,Cushion,45.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00388 (aka: PAM388, PAM 388)",Radiomir Black Seal 3 Days Automatic,"Panerai caliber P.9000
Hours, Minutes, Small Seconds | Date",2012,No,,Sapphire,Open,Cushion,45.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00425 (aka: PAM425, PAM 425)",Radiomir S.L.C. 3 Days,"Panerai caliber P.3000
Hours, Minutes",2012,No,,Sapphire,Open,Cushion,47.00 mm,,27.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,PAM01335 (aka: PAM 1335),Radiomir Origine 3 Days Acciaio,"Panerai caliber P.6000
Hours, Minutes, Small Seconds",2022,No,,Sapphire,Open,Cushion,45.00 mm,,27.00 mm,100.00 m,,Blue,Gradient,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00163 (aka: PAM163, PAM 163)",Radiomir Chrono 44mm,"Valjoux caliber 234
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel",2003 - 2003,"Yes, 230 units",,Sapphire,Open,Cushion,44.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00287 (aka: PAM287, PAM 287)",Radiomir Black Seal Automatic,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",2007 - 2011,No,,Sapphire,Closed,Cushion,45.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00346 (aka: PAM346, PAM 346)",Radiomir 8 Days Titanio,"Panerai caliber P.2002/9
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2010,No,,Sapphire,Open,Cushion,45.00 mm,,26.00 mm,100.00 m,,Brown,,Mixed,Stick,Titanium
Panerai,Radiomir,"PAM00355 (aka: PAM355, PAM 355)",Radiomir GMT Alarm,"Panerai caliber OP XXIV
Additional 24 Hour Hand (adjustable), Hours, Minutes, Seconds | Date | Alarm",2010 - 2012,No,,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,30.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00449 (aka: PAM449, PAM 449)",Radiomir S.L.C. 3 Days,"Panerai caliber P.3000
Hours, Minutes",2012 - 2012,"Yes, 750 units",,Plexi,Open,Cushion,47.00 mm,,27.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,PAM00612,Radiomir Black Seal Kuwait,"Panerai caliber OP X
Hours, Minutes",2015,"Yes, 78 units",,Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,300.00 m,,Black,,Mixed,Stick,"Ceramic, Stainless Steel"
Panerai,Radiomir,"PAM00931 (aka: PAM931, PAM 931)",Radiomir 3 Days Stainless Steel Patina / Tropical,"Panerai caliber P.3000
Hours, Minutes",2019,"Yes, 500 units",,Plexi,Open,Cushion,47.00 mm,,27.00 mm,100.00 m,,Black,Gradient,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00292 (aka: PAM292, PAM 292)",Radiomir Black Seal Ceramica,"Panerai caliber OP XI
Hours, Minutes, Small Seconds | Chronometer",2007,No,,Sapphire,Open,Cushion,44.00 mm,,24.00 mm,300.00 m,,Black,,Mixed,Stick,Ceramic
Panerai,Radiomir,"PAM00232 (aka: PAM232, PAM 232)",Radiomir 1938,"Panerai caliber OP X
Hours, Minutes",2006 - 2006,"Yes, 1938 units",,Sapphire,Open,Cushion,47.00 mm,,26.00 mm,100.00 m,,Brown,Matte,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00249 (aka: PAM249, PAM 249)",Radiomir 1936,"Panerai caliber OP X
Hours, Minutes",2006 - 2006,"Yes, 1936 units",,Plexi,Open,Cushion,47.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00262 (aka: PAM262, PAM 262)",Radiomir 1936,"Panerai caliber OP X
Hours, Minutes",2006 - 2006,"Yes, 99 units",,Plexi,Open,Cushion,47.00 mm,,26.00 mm,100.00 m,,Brown,Matte,Mixed,Stick,Platinum
Panerai,Radiomir,"PAM00021 (aka: PAM21, PAM 21)",Radiomir 47mm,"Rolex caliber 618
Hours, Minutes",1997 - 1997,"Yes, 60 units",,Sapphire,Open,Cushion,47.00 mm,,26.00 mm,30.00 m,,Brown,,Mixed,Stick,Platinum
Panerai,Radiomir,"PAM00046 (aka: PAM46, PAM 46)",Radiomir GMT-Alarm,"Girard-Perregaux caliber GP59
Additional 12 Hour Hand (adjustable), Hours, Minutes, Seconds | Date | Alarm",1999 - 1999,"Yes, 60 units",,Sapphire,Open,Cushion,40.00 mm,,22.00 mm,30.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00047 (aka: PAM47, PAM 47)",Radiomir Chrono Split-Seconds,"Venus caliber 179
Hours, Minutes, Small Seconds | Chronograph, Column wheel, Rattrapante",1999 - 1999,"Yes, 20 units",,Sapphire,Open,Cushion,40.00 mm,,22.00 mm,30.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00062 (aka: PAM62, PAM 62)",Radiomir 40mm White Gold,"Panerai caliber OP VII
Hours, Minutes, Small Seconds | Date",2000 - 2003,No,,Sapphire,Open,Cushion,40.00 mm,,,100.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00065 (aka: PAM65, PAM 65)",Radiomir Platinum,"Frédéric Piguet caliber 6850
Hours, Minutes, Seconds | Big Date",2000 - 2000,No,,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,100.00 m,,Blue,,Mixed,Stick,Platinum
Panerai,Radiomir,"PAM00067 (aka: PAM67, PAM 67)",Radiomir Zerograph,"Lemania caliber CHT 15
Hours, Minutes, Small Seconds | Chronograph, Column wheel, Monopoussoir",2000 - 2000,"Yes, 99 units",,Sapphire,Open,Cushion,43.00 mm,,24.00 mm,100.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00068 (aka: PAM68, PAM 68)",Radiomir Diamond Set,,2000 - 2005,No,,,,Cushion,40.00 mm,,,100.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00077 (aka: PAM77, PAM 77)",Radiomir Tourbillon,"Girard-Perregaux caliber GP9907
Hours, Minutes | Tourbillon Escapement",2000 - 2000,"Yes, 2 units",,Sapphire,Closed,Cushion,42.00 mm,,24.00 mm,100.00 m,,Skeleton,,Mixed,Stick,Platinum
Panerai,Radiomir,"PAM00078 (aka: PAM78, PAM 78)",Radiomir Seconds Counter,"Omega caliber 920
Hours, Minutes, Seconds | Date | Chronograph",2001 - 2001,"Yes, 75 units",Tachymeter,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,100.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00079 (aka: PAM79, PAM 79)",Radiomir Foudroyante Prototype,,2001 - 2001,No,,,,Cushion,42.00 mm,,,,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00080 (aka: PAM80, PAM 80)",Radiomir Independent,"Chézard caliber 7400
Hours, Jumping Seconds, Minutes, Seconds",2001 - 2001,"Yes, 160 units",,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,100.00 m,,Blue,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00098 (aka: PAM98, PAM 98)",Radiomir GMT Alarm,"Girard-Perregaux caliber GP59
Additional 12 Hour Hand (adjustable), Hours, Minutes, Seconds | Date | Alarm",2001 - 2006,No,,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00099 (aka: PAM99, PAM 99)",Radiomir Diamond 12,,,No,,Sapphire,,Cushion,40.00 mm,,,30.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00103 (aka: PAM103, PAM 103)",Radiomir 40mm Pink Gold,"Panerai caliber OP VII
Hours, Minutes, Small Seconds | Date",2001 - 2004,No,,Sapphire,Open,Cushion,40.00 mm,,,100.00 m,,Black,,Mixed,Stick,Pink Gold
Panerai,Radiomir,"PAM00133 (aka: PAM133, PAM 133)",Radiomir Diamond Numerals,"Panerai caliber OP VII
Hours, Minutes, Small Seconds | Date",2002 - 2002,"Yes, 105 units",,Sapphire,Open,Cushion,40.00 mm,,,30.00 m,,Black,,Gem-Set Indexes,Stick,White Gold
Panerai,Radiomir,"PAM00134 (aka: PAM134, PAM 134)",Radiomir Diamond Bezel / Dial,"Panerai caliber OP VII
Hours, Minutes, Small Seconds | Date",,No,Gem-Set,Sapphire,Open,Cushion,40.00 mm,,,30.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00141 (aka: PAM141, PAM 141)",Radiomir 42mm Stainless Steel,"Panerai caliber OP VII
Hours, Minutes, Small Seconds | Date",2002 - 2003,No,,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00147 (aka: PAM147, PAM 147)",Radiomir Chrono Split-Seconds Oro Rosso,"Venus caliber 185
Hours, Minutes, Small Seconds | Chronograph, Column wheel, Rattrapante",2002 - 2002,"Yes, 35 units",,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,30.00 m,,Black,,Mixed,Stick,Rose Gold
Panerai,Radiomir,"PAM00158 (aka: PAM158, PAM 158)",Radiomir Chrono Split-Seconds Platinum,"Venus caliber 185
Hours, Minutes, Small Seconds | Chronograph, Column wheel, Rattrapante",2003 - 2003,"Yes, 10 units",,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,30.00 m,,Grey,,Mixed,Stick,Platinum
Panerai,Radiomir,"PAM00184 (aka: PAM184, PAM 184)",Radiomir GMT,Panerai caliber OP XIII,2004 - 2005,No,,Sapphire,Open,Cushion,42.00 mm,,24.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00197 (aka: PAM197, PAM 197)",Radiomir 8 Days,"Panerai caliber OP XIV
Hours, Minutes, Small Seconds | Power Reserve Indicator",2004 - 2006,No,,Sapphire,Open,Cushion,45.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Pink Gold
Panerai,Radiomir,"PAM00198 (aka: PAM198, PAM 198)",Radiomir 8 Days Platinum,"Panerai caliber OP XIV
Hours, Minutes, Small Seconds | Power Reserve Indicator",2004 - 2004,No,,Sapphire,Open,Cushion,45.00 mm,,26.00 mm,100.00 m,,Brown,,Mixed,Stick,Platinum
Panerai,Radiomir,"PAM00200 (aka: PAM200, PAM 200)",Radiomir 8 Days GMT,"Panerai caliber P.2002
Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2005 - 2005,No,,Sapphire,Open,Cushion,45.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,White Gold
Panerai,Radiomir,"PAM00201 (aka: PAM201, PAM 201)",Radiomir 8 Days GMT Platinum,"Panerai caliber P.2002
Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2005 - 2005,"Yes, 50 units",,Sapphire,Open,Cushion,45.00 mm,,26.00 mm,100.00 m,,Brown,,Mixed,Stick,Platinum
Panerai,Radiomir,"PAM00204 (aka: PAM204, PAM 204)",Radiomir Chrono Wempe,"Panerai caliber OP XVI
Hours, Minutes, Small Seconds | Chronograph",,"Yes, 125 units",,Sapphire,Closed,Cushion,42.00 mm,,,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00205 (aka: PAM205, PAM 205)",Radiomir Tourbillon Antiquorum,,2002,No,,Sapphire,Open,Cushion,42.00 mm,,22.00 mm,100.00 m,,Black,,Mixed,Stick,Platinum
Panerai,Radiomir,"PAM00208 (aka: PAM208, PAM 208)",Radiomir 8 Days for Sincere,"Panerai caliber OP XIV
Hours, Minutes, Small Seconds | Power Reserve Indicator",,"Yes, 5 units",,Sapphire,Open,Cushion,45.00 mm,,,100.00 m,,Black,,Mixed,Stick,Platinum
Panerai,Radiomir,"PAM00210 (aka: PAM210, PAM 210)",Radiomir Base,"Panerai caliber OP X
Hours, Minutes",2005 - 2012,No,,Sapphire,Open,Cushion,45.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Radiomir,"PAM00214 (aka: PAM214, PAM 214)",Radiomir Rattrapante,"Panerai caliber OP XVIII
Hours, Minutes, Small Seconds | Chronograph, Rattrapante",2005 - 2008,No,,Sapphire,Open,Cushion,45.00 mm,,26.00 mm,100.00 m,,Black,,Mixed,Stick,Stainless Steel
Panerai,Submersible,"PAM00199 (aka: PAM199, PAM 199)",Luminor Submersible Regatta,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",2004 - 2004,"Yes, 500 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,300.00 m,,Black,,Mixed,Sword,Stainless Steel
Panerai,Submersible,PAM01024 (aka: PAM 1024),Luminor Submersible 44 Automatic Stainless Steel / Black,"Panerai caliber OP XXX
Hours, Minutes, Small Seconds | Date | Chronometer",2017,No,,Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,300.00 m,,Black,,Mixed,Sword,Stainless Steel
Panerai,Submersible,"PAM00799 (aka: PAM 799, PAM799)",Luminor Submersible 47 3 Days Automatic BMG-Tech,"Panerai caliber P.9010
Hours, Minutes, Small Seconds | Date",2019,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,47.00 mm,,26.00 mm,300.00 m,,Black,,Stick / Dot,Sword,"Titanium, Forged Carbon, BMG"
Panerai,Submersible,"PAM00024 (aka: PAM24, PAM 24)",Luminor Submersible Automatic Acciaio,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",1998 - 2017,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,300.00 m,,Black,,Mixed,Sword,Stainless Steel
Panerai,Submersible,"PAM00186 (aka: PAM186, PAM 186)",Luminor Submersible Arktos GMT,"Panerai caliber OP VIII
Additional 24 Hour Hand (adjustable), Hours, Minutes, Small Seconds | Date",2005 - 2006,"Yes, 500 units",Compass,Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,300.00 m,,Black,,Mixed,Sword,Stainless Steel
Panerai,Submersible,"PAM00371 (aka: PAM371, PAM 371)",Luminor Submersible 1950 Regatta 3 Days GMT Automatic Titanio,"Panerai caliber P.9001
Additional 12 Hour Hand (adjustable), Hours, Minutes, Small Seconds | Power Reserve Indicator",2011,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Cushion,47.00 mm,,26.00 mm,300.00 m,,Blue,,Mixed,Sword,Titanium
Panerai,Submersible,"PAM00614 (aka: PAM614, PAM 614)",Luminor Submersible 47 3 Days Chrono Flyback Automatic Titanium / Black,"Panerai caliber P.9100
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",2015,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,47.00 mm,,26.00 mm,300.00 m,,Black,,Stick / Dot,Sword,Titanium
Panerai,Submersible,"PAM00682 (aka: 682, PAM 682)",Luminor 1950 Submersible 3 Days Automatic Acciaio 42,"Panerai caliber P.9010
Hours, Minutes, Small Seconds | Date",2017,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Cushion,42.00 mm,,22.00 mm,300.00 m,,Black,,Mixed,Sword,Stainless Steel
Panerai,Submersible,"PAM01305 (aka: PAM 1305, 1305)",Luminor Submersible 47 3 Days Automatic Titanium / Black,"Panerai caliber P.9010
Hours, Minutes, Small Seconds | Date",2017 - 2023,No,,Sapphire,Open,Cushion,47.00 mm,,26.00 mm,300.00 m,,Black,Matte,Stick / Dot,Sword,Titanium
Panerai,Submersible,"PAM00960 (aka: PAM0 960, PAM960)",Luminor Submersible 42 3 Days Automatic Carbotech,"Panerai caliber OP XXXIV
Hours, Minutes, Small Seconds | Date",2019,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,42.00 mm,,22.00 mm,300.00 m,,Black,,Mixed,Sword,"Titanium, Forged Carbon"
Panerai,Submersible,PAM01209 (aka: PAM 1209),Luminor Submersible 42 3 Days Automatic Azzurro,"Panerai caliber P.900
Hours, Minutes, Small Seconds | Date",2021,"Yes, 500 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,42.00 mm,,22.00 mm,300.00 m,,Black,Matte,Stick / Dot,Sword,"Ceramic, Stainless Steel"
Panerai,Submersible,PAM01225,Luminor Submersible eLAB-ID,"Panerai caliber P.900
Hours, Minutes, Small Seconds | Date",2017,No,,Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,300.00 m,,Grey,Matte,Stick / Dot,Sword,Titanium
Panerai,Submersible,PAM01302 (aka: PAM 1302),Luminor Submersible 47 3 Days Chrono Flyback,"Panerai caliber P.9100
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",2022,"Yes, 38 units",,Sapphire,Closed,Cushion,47.00 mm,,26.00 mm,300.00 m,,Blue,Matte,Mixed,Sword,"Titanium, Ceramic"
Panerai,Submersible,PAM01241 (aka: PAM 1241),Luminor Submersible 47 S Brabus Blue Shadow Edition,"Panerai caliber P.4001/S
Additional 12 Hour Hand (fixed), Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds | Date",2022,"Yes, 200 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,47.00 mm,,26.00 mm,300.00 m,,Skeleton,,Mixed,Sword,"Titanium, Carbotech"
Panerai,Submersible,"PAM00025 (aka: PAM25, PAM 25)",Luminor Submersible Hobnail,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",1998 - 2013,No,,Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,300.00 m,,Black,,Mixed,Sword,Titanium
Panerai,Submersible,"PAM00064 (aka: PAM64, PAM 64)",Luminor Submersible 1000M,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",2000 - 2000,"Yes, 500 units",,Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,1000.00 m,,Black,,Mixed,Sword,Stainless Steel
Panerai,Submersible,"PAM00087 (aka: PAM87, PAM 87)",Luminor Submersible 1000m,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",2001 - 2005,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,1000.00 m,,Blue,,Mixed,Sword,Stainless Steel
Panerai,Submersible,"PAM00106 (aka: PAM106, PAM 106)",Luminor Submersible Anthracite Titanium / Steel,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",2001 - 2003,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,300.00 m,,Blue,,Mixed,Sword,"Titanium, Stainless Steel"
Panerai,Submersible,"PAM00170 (aka: PAM170, PAM 170)",Luminor Submersible Titanium / Steel,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",2003 - 2004,No,,Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,300.00 m,,Black,,Mixed,Sword,"Titanium, Stainless Steel"
Panerai,Submersible,"PAM00187 (aka: PAM187, PAM 187)",Luminor Submersible Chrono 1000M,"Panerai caliber OP XII
Hours, Minutes, Small Seconds | Date | Chronograph | Chronometer",2004 - 2004,"Yes, 1000 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,47.00 mm,,26.00 mm,1000.00 m,,Black,,Mixed,Sword,Stainless Steel
Panerai,Submersible,"PAM00193 (aka: PAM193, PAM 193)",Luminor Submersible 1950 Depth Guage,"Panerai caliber OP XV
Hours, Minutes, Small Seconds | Date | Depth Gauge",2007,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,47.00 mm,,26.00 mm,120.00 m,,Black,,Mixed,Sword,"Titanium, Stainless Steel"
Panerai,Submersible,"PAM00194 (aka: PAM194, PAM 194)",Luminor Submersible 2500M,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",2004 - 2004,No,,,Closed,Cushion,47.00 mm,,26.00 mm,2500.00 m,,Black,,Mixed,Sword,"Titanium, Stainless Steel"
Panerai,Submersible,"PAM00202 (aka: PAM202, PAM 202)",Luminor 1950 Submersible Slytech Chrono 1000m,"Panerai caliber OP XII
Hours, Minutes, Small Seconds | Date | Chronograph | Chronometer",2005 - 2005,"Yes, 500 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,47.00 mm,,26.00 mm,1000.00 m,,Black,,Mixed,Sword,"Titanium, Stainless Steel"
Panerai,Submersible,"PAM00225 (aka: PAM225, PAM 225)",Luminor 1950 Submersible Slytech Chrono 1000m White,"Panerai caliber OP XII
Hours, Minutes, Small Seconds | Date | Chronograph | Chronometer",2005 - 2005,"Yes, 300 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,47.00 mm,,26.00 mm,1000.00 m,,White,,Mixed,Sword,Titanium
Panerai,Submersible,"PAM00239 (aka: PAM239, PAM 239)",Luminor Submersible Destro Chronopassion,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",2006,"Yes, 75 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,1000.00 m,,Black,,Mixed,Sword,Stainless Steel
Panerai,Submersible,"PAM00243 (aka: PAM243, PAM 243)",Luminor 1950 Submersible,"Panerai caliber OP III
Hours, Minutes, Small Seconds | Date",2006 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Cushion,44.00 mm,,24.00 mm,1000.00 m,,Black,,Mixed,Sword,Stainless Steel
